filename,Noise,Zipper,Positioning,Banding,Motion,Contrast,Distortion
LISA_1045_LF_sag.nii.gz,1,0,0,0,2,1,0
LISA_1046_LF_axi.nii.gz,0,0,0,0,0,0,0
LISA_1046_LF_cor.nii.gz,0,0,0,0,0,0,0
LISA_1046_LF_sag.nii.gz,0,0,0,0,0,0,0
LISA_1047_LF_axi.nii.gz,0,0,0,0,0,0,0
LISA_1047_LF_cor.nii.gz,0,0,0,0,0,0,0
LISA_1047_LF_sag.nii.gz,0,1,0,0,1,0,0
LISA_1048_LF_axi.nii.gz,0,0,0,0,0,0,0
LISA_1048_LF_cor.nii.gz,0,0,0,0,0,0,0
LISA_1048_LF_sag.nii.gz,0,0,0,0,0,0,0
LISA_2001_LF_sag.nii.gz,1,1,1,0,2,1,1
LISA_2002_LF_cor.nii.gz,0,0,0,0,2,1,0
LISA_2003_LF_axi.nii.gz,0,2,0,1,0,0,1
LISA_2004_LF_cor.nii.gz,0,0,0,0,0,0,2
LISA_2005_LF_sag.nii.gz,0,0,0,2,0,0,0
LISA_2006_LF_axi.nii.gz,1,1,2,0,0,0,0
LISA_2007_LF_axi.nii.gz,0,0,0,0,2,0,0
LISA_2008_LF_sag.nii.gz,1,1,0,0,2,1,0
LISA_2009_LF_cor.nii.gz,0,0,2,0,2,1,2
LISA_2010_LF_cor.nii.gz,0,0,0,0,2,0,2
LISA_2011_LF_cor.nii.gz,2,0,0,0,0,2,2
LISA_2012_LF_sag.nii.gz,0,2,0,2,0,0,2
LISA_2013_LF_sag.nii.gz,0,2,0,0,0,0,2
LISA_2014_LF_cor.nii.gz,1,2,0,0,0,0,0
LISA_2015_LF_axi.nii.gz,2,0,0,0,0,2,2
LISA_2016_LF_cor.nii.gz,0,0,0,2,0,0,2
LISA_2017_LF_cor.nii.gz,2,1,0,0,0,0,0
LISA_2018_LF_cor.nii.gz,1,0,0,0,2,2,2
LISA_2019_LF_axi.nii.gz,0,1,0,0,0,1,2
LISA_2020_LF_sag.nii.gz,2,1,0,0,0,2,0
LISA_2021_LF_cor.nii.gz,2,1,0,0,0,1,0
LISA_2022_LF_axi.nii.gz,2,0,1,0,0,2,2
LISA_2023_LF_axi.nii.gz,2,1,0,0,0,2,0
LISA_2024_LF_axi.nii.gz,2,1,0,0,0,2,0
LISA_2025_LF_cor.nii.gz,0,2,0,0,1,0,2
LISA_2026_LF_axi.nii.gz,2,0,2,0,0,2,0
LISA_2027_LF_axi.nii.gz,2,0,0,0,0,1,2
LISA_2028_LF_axi.nii.gz,2,0,0,0,0,2,2
LISA_2029_LF_axi.nii.gz,2,0,0,0,2,2,2
LISA_2030_LF_axi.nii.gz,0,1,2,0,0,0,2
LISA_2031_LF_cor.nii.gz,0,0,0,0,2,0,0
LISA_2032_LF_cor.nii.gz,0,0,0,0,2,2,0
LISA_2033_LF_axi.nii.gz,0,2,0,2,0,1,0
LISA_2034_LF_sag.nii.gz,0,0,0,0,2,0,1
LISA_2035_LF_sag.nii.gz,0,2,1,0,2,1,2
LISA_2036_LF_axi.nii.gz,2,2,0,0,0,0,1
LISA_2037_LF_cor.nii.gz,0,2,0,2,0,0,2
LISA_2038_LF_cor.nii.gz,2,0,0,0,1,1,0
LISA_2039_LF_axi.nii.gz,1,1,0,0,1,2,2
LISA_2040_LF_sag.nii.gz,0,0,2,0,2,1,0
LISA_2041_LF_cor.nii.gz,0,1,0,0,2,0,1
LISA_2042_LF_cor.nii.gz,1,2,0,0,2,2,2
LISA_2043_LF_axi.nii.gz,1,2,0,0,1,0,1
LISA_2044_LF_cor.nii.gz,0,2,0,2,1,1,2
LISA_2045_LF_axi.nii.gz,2,2,0,0,0,2,0
LISA_2046_LF_axi.nii.gz,2,1,0,0,0,1,0
LISA_2047_LF_sag.nii.gz,0,1,0,0,2,2,0
LISA_2048_LF_sag.nii.gz,2,2,0,0,2,2,0
LISA_2049_LF_axi.nii.gz,2,0,0,0,0,2,1
LISA_2050_LF_cor.nii.gz,0,2,0,2,1,0,2
LISA_2051_LF_cor.nii.gz,1,0,0,2,0,0,0
LISA_2052_LF_cor.nii.gz,0,2,2,0,2,0,1
LISA_2053_LF_cor.nii.gz,0,0,1,0,2,1,2
LISA_2054_LF_axi.nii.gz,2,1,0,0,0,2,0
LISA_2055_LF_sag.nii.gz,0,1,0,0,2,0,1
LISA_2056_LF_axi.nii.gz,2,0,0,0,1,2,2
LISA_2057_LF_cor.nii.gz,0,0,2,0,1,0,0
LISA_2058_LF_cor.nii.gz,2,1,0,0,1,1,2
LISA_2059_LF_cor.nii.gz,0,0,0,0,2,1,2
LISA_2060_LF_axi.nii.gz,2,1,0,0,0,2,0
LISA_2061_LF_sag.nii.gz,2,1,0,0,0,2,0
LISA_2062_LF_cor.nii.gz,0,1,0,0,2,0,1
LISA_2063_LF_cor.nii.gz,0,0,0,0,2,2,0
LISA_2064_LF_sag.nii.gz,0,0,2,0,0,0,2
LISA_2065_LF_sag.nii.gz,2,1,0,0,0,0,0
LISA_2066_LF_cor.nii.gz,1,0,0,0,2,1,1
LISA_2067_LF_axi.nii.gz,1,2,0,0,2,1,1
LISA_2068_LF_cor.nii.gz,0,2,2,0,2,1,2
LISA_2069_LF_cor.nii.gz,2,0,0,0,2,1,1
LISA_2070_LF_sag.nii.gz,0,2,0,2,0,1,2
LISA_2071_LF_sag.nii.gz,2,1,0,0,0,2,0
LISA_2072_LF_sag.nii.gz,2,1,0,0,1,1,1
LISA_2073_LF_sag.nii.gz,1,1,0,0,2,0,2
LISA_2074_LF_cor.nii.gz,0,0,0,0,2,0,0
LISA_2075_LF_cor.nii.gz,0,2,0,0,2,0,0
LISA_2076_LF_axi.nii.gz,0,1,0,0,2,1,2
LISA_2077_LF_axi.nii.gz,0,1,2,0,2,0,2
LISA_2078_LF_sag.nii.gz,0,2,0,0,0,0,0
LISA_2079_LF_cor.nii.gz,2,0,0,2,0,2,2
LISA_2080_LF_sag.nii.gz,0,0,0,0,1,0,2
LISA_2081_LF_axi.nii.gz,2,0,0,0,2,1,2
LISA_2082_LF_sag.nii.gz,0,1,0,0,2,1,2
LISA_2083_LF_sag.nii.gz,0,1,0,0,2,1,1
LISA_2084_LF_axi.nii.gz,2,1,1,0,0,1,0
LISA_2085_LF_sag.nii.gz,0,1,0,0,2,1,0
LISA_2086_LF_cor.nii.gz,2,1,0,0,0,0,0
LISA_2087_LF_sag.nii.gz,2,1,0,0,2,0,0
LISA_2088_LF_sag.nii.gz,0,2,1,0,0,0,2
LISA_2089_LF_sag.nii.gz,0,1,0,0,2,0,1
LISA_2090_LF_cor.nii.gz,0,0,1,0,2,1,1
LISA_2091_LF_axi.nii.gz,2,1,0,0,0,2,0
LISA_2092_LF_sag.nii.gz,0,1,0,0,2,1,1
LISA_2093_LF_axi.nii.gz,0,2,2,0,1,1,1
LISA_2094_LF_sag.nii.gz,0,0,0,0,2,0,2
LISA_2095_LF_cor.nii.gz,0,2,0,0,2,1,1
LISA_2096_LF_cor.nii.gz,0,0,2,0,2,1,0
LISA_2097_LF_axi.nii.gz,2,2,0,0,2,0,2
LISA_2098_LF_sag.nii.gz,2,1,2,0,0,0,0
LISA_2099_LF_axi.nii.gz,0,0,0,0,2,1,0
LISA_2100_LF_sag.nii.gz,0,1,0,2,0,0,1
